"ClaimId","ClaimNumber","ClaimDispositionSequence","BusinessUnit","ClaimType","ProductIdentification1","ProductIdentification2","MaterialSource","Heat","ProductType","SteelFamily","SteelType","SteelGradeASTMAISI","Finish","MaterialGaugeOrDiameter","MaterialWidthOrLegLength","MaterialLength","CustomerNumber","FormatMinGaugeOrDiameter","FormatMinWidthOrLegLength","FormatMaxWidthOrLegLength","FormatMinWeight","FormatMaxWeight","OriginalShippedWeight","OriginalShipQuality","ClaimDispositionStatus","TotalWeightClaimed","CustomerClaimDefect","CustomerClaimDefectDesc","CustomerClaimDefectWeight","NASIdentifiedDefect","NASIdentifiedDefectDesc","NASIdentifiedDefectWeight","AreaofResponsibilityDefect","AreaofResponsibilityDefectDesc","AreaofResponsibilityDefectWeigh","CustomerDefectOrigin","CustomerDefectGroup","CustomerDefectGroupDesc","TotalReturnInventoryWeight","TotalScrapAtCustomerWeight","TotalSell3rdPartyWeight","TotalCustomerCreditWeight","LastInspectionLine","LastInspectionMachine"
4001,72848,1,"L","T","WF91641","      ","L","X90V  ","C","B",200,"304L          ",4,"0.53543","0","0","ef42cded814730f85cc7a1724843d91a","0.52843","0.54243","0","3500","5000","2511","1","C","487","LB30","Multiple Cuts in Coil (flagged)                   ","487",1,"Defect Not Seen                                   ",487,"L011","Hot Rolling Mill                                  ","487","LPF","L64","Multiple Cuts            ","0","487","0","0",0,"INSC1"
4002,72849,1,"F","T","02Y70X ","BBB   ","F","Y70X  ","B","E",601,"201",43,"0.0345","48","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","48.0625","10000","19999","17340","1A","O","6136","FH75","GP CHATTER (Angled/Tight)                         ","6136",2,"Wrong Standard                                    ",6136,"F046","Line 3520                                         ","6136","CM ","A70","Chatter - GP             ","4702","1434","0","0",4340,"     "
4003,72850,1,"X","T","05Y83F ","ABD   ","F","Y83F  ","C","A",101,"301",42,"0.0457","0","79.25","b1adcc620d13b1b09774826e53c9a2a8","0","0","0","0","0","3112","1","O","156","FJ57","LINE SCRATCHES FROM FINISH LINES                  ","156",1,"Defect Not Seen                                   ",156,"F047","Line 4330                                         ","156","CM ","D55","Scratches                ","156","0","0","0",4152,"     "
4004,72852,1,"X","T","05AA8T ","BE    ","F","AA8T  ","C","A",101,"301",42,"0.0457","0","102","b1adcc620d13b1b09774826e53c9a2a8","0","0","0","0","0","1902","1","O","115","FZ57","LINE SCRATCHES IN GENERAL FROM COLD ROLLING       ","115",1,"Defect Not Seen                                   ",115,"F041","Line 3330                                         ","115","CM ","D55","Scratches                ","115","0","0","0",4152,"     "
4005,72853,1,"F","T","04AC8L ","A     ","F","AC8L  ","B","B",120,"304",22,"0.185","48","0","679e19234b295ee432a3920c30fda6ac","0.18","0.194","48.0625","10000","23000","17330","5A","C","1243","FJ57","LINE SCRATCHES FROM FINISH LINES                  ","1243",1,"Defect Not Seen                                   ",1243,"F026","Line 4310                                         ","1243","CM ","D55","Scratches                ","0","1243","0","0",4310,"     "
4006,72854,1,"F","T","03AE6L ","BAA   ","F","AE6L  ","B","E",601,"201",43,"0.0345","44.304","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","44.3665","10000","19999","17690","1A","C","4730","FL41","ROLLED BUGS FROM ANNEALING AND PICKLING           ","4730",8,"Operation Defect                                  ",4730,"F027","Line 4320                                         ","4730","CM ","D20","Rolled Bugs              ","4730","0","0","0",4320,"     "
4007,72855,1,"F","T","03AC3A ","AA    ","F","AC3A  ","B","E",601,"201",43,"0.0345","44.104","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","44.1665","10000","19999","13960","1D","C","3195","FJ49","WORK ROLL MARK FROM SKP DEBRIS SKP #2 (108)      ","3195",2,"Wrong Standard                                    ",3195,"F036","Line 4120                                         ","3195","CM ","D80","SKP Roll Mark -SKP2      ","3195","0","0","0",4320,"     "
4008,72856,1,"F","T","04AB5J ","B     ","F","AB5J  ","B","B",120,"304",22,"0.1015","60.25","0","679e19234b295ee432a3920c30fda6ac","0.1","0.11","60.375","15000","29000","33760","1A","O","0","F014","Claim Denied                                      ","3376",34,"Outside/Processor Error                           ",3376,"F014","Claim Denied                                      ","3376","QC ","C90","Quality Assurance Abnorm ","0","0","0","0",4310,"     "
4009,72857,1,"F","T","05X86N ","CA    ","F","X86N  ","B","F",501,"430",22,"0.028","48","0","3666591740069bed237968c8802716f3","0.028","0.032","48.0625","7500","10500","8740","1A","O","8740","FL47","BRIDLE ROLL MARK FROM HOT AND/OR COLD AP (152)   ","8740",8,"Operation Defect                                  ",8740,"F041","Line 3330                                         ","8740","CM ","D10","Roll Mark                ","8740","0","0","0",4330,"     "
4010,72858,1,"F","T","03AB9F ","AB    ","F","AB9F  ","B","A",101,"301",32,"0.05","37.75","0","3666591740069bed237968c8802716f3","0.045","0.051","37.755","9000","44000","8520","1D","C","1501","FJ57","LINE SCRATCHES FROM FINISH LINES                  ","1501",8,"Operation Defect                                  ",1501,"F049","Line 4340                                         ","1501","CM ","D55","Scratches                ","0","1501","0","0",4340,"     "
4011,72859,1,"F","T","05AB3T ","B     ","F","AB3T  ","B","C",270,"316L          ",1,"0.25","60","0","f82239e2a5a1eba2681fb791911de616","0.24","0.272","60.1875","10000","18000","12940","1A","C","1571","FT51","SLIPS FROM CS LINE                                ","1571",8,"Operation Defect                                  ",1571,"F028","Line 4210                                         ","1571","CM ","D85","Slip/ Digs               ","0","1571","0","0",4210,"     "
4012,72860,1,"F","T","05AB8F ","A     ","F","AB8F  ","B","C",270,"316L          ",22,"0.0725","49","0","3666591740069bed237968c8802716f3","0.071","0.079","50","20000","44000","9910","1A","C","1649","F947","Pits from Cold Rolling                            ","1649",8,"Operation Defect                                  ",1649,"F041","Line 3330                                         ","1649","CM ","C65","Pits                     ","0","1649","0","0",4350,"     "
4013,72861,1,"F","T","03AD2M ","AC    ","F","AD2M  ","B","E",601,"201",43,"0.0345","25.28","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","25.3425","10000","19999","11490","1A","C","960","FI48","EMULSION STAINS FROM SKP#2                        ","960",1,"Defect Not Seen                                   ",960,"F036","Line 4120                                         ","960","CM ","F12","Stains - SKP             ","960","0","0","0",4320,"     "
4014,72862,1,"F","T","01Y82A ","A     ","F","Y82A  ","B","B",120,"304",22,"0.0435","49.2075","0","3666591740069bed237968c8802716f3","0.042","0.045","50","20000","44000","23120","1A","C","1191","FJ02","SCRATCHES FROM COLD ANNEALING AND PICKLING        ","1191",8,"Operation Defect                                  ",1191,"F041","Line 3330                                         ","1191","CM ","D55","Scratches                ","0","1191","0","0",3330,"     "
4015,72863,1,"F","T","01AF0D ","C     ","F","AF0D  ","B","E",611,"201",22,"0.1875","60","0","ad179b72434468ffac702ff96360b0aa","0.1805","0.1945","60.1875","12000","36000","16690","1A","C","722","FS51","SLIPS FROM SL1                                    ","722",1,"Defect Not Seen                                   ",722,"F026","Line 4310                                         ","722","CM ","D85","Slip/ Digs               ","0","722","0","0",4310,"     "
4016,72864,1,"F","T","04AC3M ","B     ","F","AC3M  ","B","B",150,"304L          ",1,"0.247","60","0","f82239e2a5a1eba2681fb791911de616","0.24","0.2725","60.1875","10000","18000","10020","1A","C","896","FT51","SLIPS FROM CS LINE                                ","896",8,"Operation Defect                                  ",896,"F028","Line 4210                                         ","896","CM ","D85","Slip/ Digs               ","0","896","0","0",4210,"     "
4017,72865,1,"F","T","04AF6A ","A     ","F","AF6A  ","B","C",270,"316L          ",22,"0.0685","61","0","3666591740069bed237968c8802716f3","0.067","0.07","62","20000","44000","35340","1A","C","2170","FX51","FRICTION SLIPS FROM NO INTERLEAVE PAPER           ","2170",8,"Operation Defect                                  ",2170,"F022","Line 3310                                         ","2170","CM ","D85","Slip/ Digs               ","0","2170","0","0",4350,"     "
4018,72868,1,"F","T","01X76R ","A     ","F","X76R  ","B","F",501,"430",43,"0.0232","42.646","0","4643b6e9cf10e9d333d978c8b66dd3b7","0.0222","0.0242","42.7085","20000","24000","17340","1A","C","4015","FF09","CENTER BUCKLE FROM COLD ROLLING                   ","4015",2,"Wrong Standard                                    ",4015,"F044","Line 3640                                         ","4015","CM ","A60","Center Buckle            ","0","4015","0","0",4320,"     "
4019,72870,1,"F","T","04AD9C ","      ","F","AD9C  ","B","J",102,"301LN         ",72,"0.1189","49","0","ad179b72434468ffac702ff96360b0aa","0.115","0.121","50","20000","27000","23640","1A","X","0","FF09","CENTER BUCKLE FROM COLD ROLLING                   ","0",2,"Wrong Standard                                    ",0,"F045","Line 3650                                         ","0","CM ","A60","Center Buckle            ","0","0","0","0",4310,"     "
4020,72871,1,"F","T","02AB5W ","B     ","F","AB5W  ","B","B",150,"304L          ",22,"0.069","61.2","0","3666591740069bed237968c8802716f3","0.067","0.071","62","20000","44000","33620","1A","C","2217","FJ45","WORK ROLL MARKS FROM SKP#1 (106)                 ","2217",1,"Defect Not Seen                                   ",2217,"F022","Line 3310                                         ","2217","CM ","D81","SKP Roll Mark - AP       ","0","2217","0","0",4220,"     "
4021,72872,1,"W","T","01AF4L ","AK    ","F","AF4L  ","C","B",150,"304L          ",22,"0.048","0","144","0f6ef5c224426ccda69a8f4be965282f","0.045","0.051","60.125","1000","5000","3820","1","C","426","W021","INCORRECT: WEIGHT                                 ","426",8,"Operation Defect                                  ",426,"W008","WH OPERATIONS                                     ","426","WH ","W35","Incorrect Order Info     ","0","0","0","426",4102,"     "
4022,72873,1,"F","T","02AC3W ","BB    ","F","AC3W  ","B","B",120,"304",32,"0.069","60","0","3666591740069bed237968c8802716f3","0.067","0.071","60.125","35000","44000","26920","1A","C","4197","FH04","STAINS FROM GP                                    ","4197",2,"Wrong Standard                                    ",4197,"F046","Line 3520                                         ","4197","CM ","F11","Stains - GP              ","0","4197","0","0",4340,"     "
4023,72874,1,"X","T","05X15C ","D     ","F","X15C  ","B","B",120,"304",22,"0.135","0","0","74a42764cd8ccb40f8528991724c7c32","0","0","0","0","0","23980","1","O","0","    ","                                                  ","0",999,"                                                  ",0,"    ","                                                  ","0","   ","   ","                         ","0","0","0","0",0,"     "
4024,72875,1,"F","T","03AH1F ","A     ","F","AH1F  ","B","C",270,"316L          ",42,"0.096","48","0","3666591740069bed237968c8802716f3","0","0","0","0","0","27560","1A","C","1650","FJ57","LINE SCRATCHES FROM FINISH LINES                  ","1650",17,"Bottom Side Defect                                ",1650,"F026","Line 4310                                         ","1650","CM ","D55","Scratches                ","0","1650","0","0",4310,"     "
4025,72876,1,"F","T","03AH1F ","B     ","F","AH1F  ","B","C",270,"316L          ",42,"0.096","48","0","3666591740069bed237968c8802716f3","0","0","0","0","0","22260","1A","C","1267","FJ57","LINE SCRATCHES FROM FINISH LINES                  ","1267",17,"Bottom Side Defect                                ",1267,"F026","Line 4310                                         ","1267","CM ","D55","Scratches                ","0","1267","0","0",4310,"     "
4026,72877,1,"F","T","02AE6B ","BAB   ","F","AE6B  ","B","E",601,"201",43,"0.0345","36.2","0","679e19234b295ee432a3920c30fda6ac","0.99","1.07","48.375","3000","5000","10920","1A","C","3545","FJ49","WORK ROLL MARK FROM SKP DEBRIS SKP #2 (108)      ","3545",2,"Wrong Standard                                    ",3545,"F036","Line 4120                                         ","3545","CM ","D80","SKP Roll Mark -SKP2      ","3545","0","0","0",4220,"     "
4027,72878,1,"F","T","05AH2M ","C     ","F","AH2M  ","B","B",150,"304L          ",22,"0.1305","60","0","3666591740069bed237968c8802716f3","0.129","0.141","60.125","20000","44000","23010","1A","C","1214","FJ57","LINE SCRATCHES FROM FINISH LINES                  ","1214",1,"Defect Not Seen                                   ",1214,"F026","Line 4310                                         ","1214","CM ","D55","Scratches                ","0","1214","0","0",4310,"     "
4028,72879,1,"F","T","05AB3T ","A     ","F","AB3T  ","B","C",270,"316L          ",1,"0.25","60","0","f82239e2a5a1eba2681fb791911de616","0.24","0.272","60.1875","10000","18000","13060","1A","C","1836","FT51","SLIPS FROM CS LINE                                ","1836",8,"Operation Defect                                  ",1836,"F028","Line 4210                                         ","1836","CM ","D85","Slip/ Digs               ","0","1836","0","0",4210,"     "
4029,72880,1,"L","T","WF98437","      ","L","AH6W  ","C","B",115,"304",4,"0.21654","0","0","0691469f7715a75ebdc031f1963dcc03","0.20854","0.22454","0","1500","3000","1998","1","Q","1998","LH20","Handling Damage                                   ","1998",1,"Defect Not Seen                                   ",1998,"L027","LP Shipping                                       ","1998","   ","L93","Handling Damage          ","1998","0","0","0",0,"INSC1"
4030,72881,1,"F","T","02AE9Y ","BA    ","F","AE9Y  ","B","E",601,"201",43,"0.0345","26.409","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","26.4715","10000","19999","12450","1D","C","2510","FI48","EMULSION STAINS FROM SKP#2                        ","2510",8,"Operation Defect                                  ",2510,"F036","Line 4120                                         ","2510","CM ","F12","Stains - SKP             ","2510","0","0","0",4320,"     "
4031,72881,2,"F","T","02AE9Y ","BA    ","F","AE9Y  ","B","E",601,"201",43,"0.0345","26.409","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","26.4715","10000","19999","12450","1D","O","2455","FI48","EMULSION STAINS FROM SKP#2                        ","2455",8,"Operation Defect                                  ",2455,"F036","Line 4120                                         ","2455","CM ","F12","Stains - SKP             ","2455","0","0","0",4320,"     "
